#TAXONOMY	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU4581	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	NA	NA
OTU6706	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Bryobacteraceae	Bryobacter	Bryobacter_aggregatus
OTU6916	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Bryobacteraceae	NA	NA
OTU6725	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Bryobacteraceae	Bryobacter	Bryobacter_aggregatus
OTU4730	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Bryobacteraceae	Paludibaculum	Paludibaculum_fermentans
OTU250	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	NA	NA
OTU1844	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter_bemidjiensis
OTU1430	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geoalkalibacter	Geoalkalibacter_ferrihydriticus
OTU1971	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter_bemidjiensis
OTU1982	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	NA	NA
OTU1449	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter_bemidjiensis
OTU351	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	NA	NA
OTU395	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	NA
OTU313	Bacteria	Acidobacteria	Not_Available	Not_Available	Not_Available	Thermoanaerobaculum	Thermoanaerobaculum_aquaticum
OTU496	Bacteria	Acidobacteria	Not_Available	Not_Available	Not_Available	Thermoanaerobaculum	Thermoanaerobaculum_aquaticum
OTU1325	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	NA
OTU2279	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Silvibacterium	Silvibacterium_bohemicum
OTU1546	Bacteria	Proteobacteria	Deltaproteobacteria	Not_Available	Not_Available	Dissulfuribacter	Dissulfuribacter_thermophilus
OTU7104	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter_dehalogenans
